股票代碼,流動比率_3Y,速動比率_3Y,利息保障倍數_3Y,負債比_3Y,ROA_3Y,ROE_3Y,毛利率_3Y
9935,200.2,146.54,6.62,66.0,4.81,11.63,18.06
9937,30.3,24.36,23.65,59.27,6.56,15.15,12.1
9938,141.48,86.01,18.44,57.14,7.51,16.76,36.78
9939,150.17,116.48,14.36,56.78,5.96,12.64,21.36
9940,312.68,153.41,11.83,63.52,6.03,15.0,29.08
9941,101.52,101.1,2.76,89.26,2.96,17.05,50.15
9942,318.57,204.99,138.75,31.16,10.34,14.67,33.99
9943,182.76,180.15,44.5,33.0,9.0,12.26,51.7
9945,181.36,57.68,21.37,38.37,8.01,13.14,20.85
9958,161.23,129.97,14.63,53.54,7.07,13.88,20.93
