股票代碼,流動比率_5Y,速動比率_5Y,利息保障倍數_5Y,負債比_5Y,ROA_5Y,ROE_5Y,毛利率_5Y
1702,236.99,182.86,14.12,116.78,8.56,26.17,55.41
1707,187.58,155.82,406.54,56.7,28.76,44.36,135.95
1708,158.44,124.81,10.96,84.94,7.2,11.42,43.7
1709,300.76,121.96,69.27,53.33,8.46,11.95,27.91
1711,306.55,143.72,12.83,65.59,5.13,7.36,36.69
1712,217.31,128.68,25.97,89.41,8.56,17.49,45.26
1714,386.97,299.07,14.24,64.61,7.84,11.02,20.95
1717,328.54,246.51,14.0,100.02,8.15,17.51,32.84
1720,339.37,259.16,148.2,54.72,13.26,19.48,73.86
1722,847.19,667.28,4134.07,55.87,5.0,7.52,36.49
1723,219.87,174.79,154.49,63.92,17.28,27.25,38.75
1725,377.51,365.41,38.21,66.98,7.39,12.08,7.85
1726,891.65,627.6,14546.36,26.33,12.96,15.35,42.58
1730,439.61,329.47,293.38,55.56,20.89,31.5,73.58
1731,487.59,414.29,53.56,51.62,7.82,10.99,97.11
1732,505.61,366.71,900.1,42.15,5.32,7.05,71.1
1736,218.89,138.39,8.07,111.44,4.24,9.9,78.4
1752,225.99,134.23,91.48,56.14,9.25,13.65,56.51
1762,284.83,139.13,113.43,60.51,13.71,20.46,67.82
1773,300.94,201.27,13980.3,46.61,25.85,35.33,45.58
1783,761.01,648.57,282.92,33.88,8.83,10.74,75.36
1786,509.73,470.79,33.63,55.49,8.79,12.3,111.96
1789,1192.39,927.37,30.63,22.47,4.9,5.14,72.54
1795,302.48,214.19,6.41,86.56,7.95,12.63,76.83
1808,275.53,70.92,13.93,133.17,7.21,29.71,33.26
1810,238.05,153.13,15.71,74.89,16.55,9.88,42.02
1817,397.89,195.1,154.7,49.68,16.56,22.64,53.86
1904,237.84,157.07,17.29,97.65,9.56,20.73,36.8
1906,36.68,33.38,53.95,42.81,5.72,7.01,12.12
1907,223.85,175.33,14.92,94.79,6.59,13.13,30.61
2002,186.36,77.11,24.67,80.87,7.1,12.54,18.76
2006,226.63,88.03,36.94,75.11,10.25,17.2,20.37
2010,316.79,223.01,22.61,67.15,5.08,7.9,11.22
2012,306.01,150.18,11.53,102.02,9.08,19.93,27.28
2014,198.4,64.3,66.91,84.53,13.69,28.13,13.23
2015,471.34,233.73,1029.17,27.02,21.34,25.37,22.7
2020,235.32,126.75,24.26,83.65,12.72,23.78,19.17
2024,215.08,111.39,16.33,73.16,6.66,10.31,20.73
2029,1256.21,868.07,180.02,19.4,7.6,8.7,16.36
2030,239.12,93.54,12.24,107.05,8.95,22.06,21.2
2031,220.38,130.99,20.43,94.48,11.95,24.51,18.55
2032,1261.3,901.24,206.49,29.35,5.18,6.25,9.32
2033,414.12,232.46,22.89,29.79,3.15,3.57,19.64
2034,297.04,131.28,50.45,63.36,10.7,16.51,18.74
2049,185.8,102.68,38.65,80.06,10.8,20.85,57.41
2103,260.78,154.83,27.46,73.79,8.83,14.5,22.34
2104,360.38,321.5,24.62,61.34,8.74,13.1,40.98
2105,252.98,173.27,13.21,84.19,5.7,9.82,38.0
2106,404.73,261.92,10.96,91.85,3.69,6.86,34.33
2107,975.85,583.1,124.72,29.43,6.84,7.93,47.91
2108,766.01,675.42,2541.74,31.93,37.61,46.69,55.23
2109,280.1,192.7,7.91,74.26,1.96,2.02,33.78
2115,502.0,377.66,77.88,65.64,14.64,23.6,39.56
2206,206.58,153.7,15.23,104.21,6.77,16.09,30.01
2231,268.05,218.55,67.94,75.49,18.11,31.78,77.09
2233,400.0,287.04,188.54,51.91,17.55,24.96,59.53
2236,408.61,304.75,23.08,70.05,7.62,12.04,44.18
2301,223.1,180.71,50.91,100.5,8.22,19.64,25.76
2302,293.21,212.81,35.68,29.04,3.14,3.59,56.51
2305,744.79,664.18,492.02,35.26,6.53,9.08,53.62
2308,300.26,222.99,120.45,77.75,13.53,24.78,47.1
2312,176.37,113.74,3.61,122.11,1.71,3.24,10.52
2313,291.61,225.33,27.12,95.93,11.46,25.39,27.76
2317,247.61,195.15,9.27,101.23,8.25,16.62,10.1
2323,600.42,486.01,5.95,38.89,0.09,-0.39,22.61
2324,217.59,168.67,15.82,121.45,4.41,13.91,5.65
2327,183.11,149.6,57.83,94.23,25.17,54.99,70.46
2328,305.5,252.39,96.5,69.91,8.37,14.1,15.86
2330,350.66,312.89,259.19,48.79,30.14,41.99,83.23
2331,244.6,194.4,7.98,87.13,0.92,1.34,15.94
2337,313.37,180.85,63.56,73.9,21.09,37.2,59.14
2338,254.07,213.57,26.03,77.1,7.71,16.63,33.31
2340,524.2,422.57,58.96,43.91,10.88,14.38,50.55
2344,370.43,274.93,81.31,62.55,10.06,15.49,56.31
2345,304.91,199.61,19259.24,89.43,26.22,56.17,32.62
2347,202.97,142.18,36.78,109.8,10.52,29.15,6.82
2348,568.85,294.24,194.95,87.73,27.1,58.56,88.57
2351,351.9,179.02,30.3,76.59,11.36,19.9,29.98
2352,193.59,120.82,18.97,109.03,8.44,22.08,22.09
2353,230.33,155.6,55.76,107.52,5.0,13.98,18.14
2354,316.1,305.3,48.86,59.66,6.99,10.37,14.09
2356,198.56,147.98,12.93,121.47,5.07,15.56,7.69
2357,260.91,164.62,286.68,81.37,9.32,17.93,27.32
2359,509.23,436.59,136.17,41.28,5.32,6.81,34.04
2360,313.83,248.2,153.02,65.01,18.69,30.53,78.48
2362,180.74,130.61,5.0,99.33,2.86,4.62,37.94
2365,726.24,621.25,30.72,38.69,4.17,5.08,42.76
2368,235.82,181.1,27.37,104.01,8.75,18.24,28.02
2373,278.38,238.02,78.45,83.62,16.24,31.78,73.37
2375,400.76,364.89,130.54,80.92,16.98,32.23,37.13
2376,378.9,240.31,1740.82,65.22,17.21,29.16,30.18
2377,312.33,185.15,1321.51,82.01,20.52,40.73,24.79
2379,249.27,215.87,110.78,100.87,18.64,46.78,74.85
2382,205.17,154.33,23.79,128.93,6.27,23.95,8.59
2383,337.56,280.29,314.71,73.91,22.38,39.9,40.41
2385,203.64,139.38,148.25,95.4,13.98,32.1,28.52
2387,250.39,198.44,36.98,85.8,5.43,11.88,22.21
2388,449.52,393.11,67.33,80.5,20.34,35.7,52.03
2392,246.85,170.94,11.14,103.01,3.07,6.89,17.08
2393,277.46,250.86,40.11,69.97,6.92,11.57,40.99
2395,375.16,266.68,1270.61,53.03,25.72,37.7,64.7
2399,520.65,355.99,2929.15,43.14,5.24,6.95,21.58
2401,645.99,562.68,80.93,32.93,8.14,10.07,73.51
2402,316.73,266.73,15.31,62.76,1.93,2.46,15.54
2404,233.49,232.93,745.74,102.59,20.3,53.28,28.47
2405,709.61,559.47,1.06,33.9,0.1,-0.21,41.87
2408,1020.78,853.43,4211.15,15.59,25.01,29.57,66.92
2412,227.95,194.19,1857.14,33.47,12.82,15.85,58.33
2414,264.01,187.78,86.35,86.22,8.93,18.24,14.6
2415,231.61,202.49,7.5,102.78,5.95,11.81,44.23
2417,564.37,448.24,173.49,35.95,10.41,13.81,84.64
2419,299.89,211.45,17.9,86.12,6.51,12.1,34.61
2420,294.84,196.58,47.42,76.4,14.37,26.32,62.75
2421,239.5,176.12,69.11,93.23,11.77,25.29,35.59
2423,460.38,303.56,491.04,49.24,14.72,20.69,83.06
2425,694.71,628.49,65.21,42.7,9.44,12.18,12.52
2426,426.95,329.95,31.29,60.54,10.5,15.47,32.17
2427,237.19,131.04,18.89,84.62,4.74,8.69,49.03
2428,697.37,578.52,533.74,48.46,22.54,31.62,67.25
2430,157.36,71.03,33608.17,99.82,5.08,11.52,25.84
2433,257.66,246.72,64.1,68.92,12.4,20.82,50.35
2436,686.72,607.57,160.58,41.8,14.4,19.04,43.64
2439,232.43,194.88,102.21,97.52,14.23,31.79,23.09
2449,311.74,289.82,25.34,81.15,10.48,19.26,46.91
2450,303.13,212.9,860.97,70.23,8.76,14.98,19.13
2453,270.57,236.54,40.24,88.63,5.78,11.84,37.96
2454,316.94,274.24,267.64,53.78,15.01,21.6,68.96
2458,449.68,376.07,766.93,54.69,35.54,52.93,77.72
2459,459.95,418.17,46.02,73.61,10.49,17.96,28.1
2462,265.27,203.11,16.36,81.8,3.09,5.37,15.47
2464,223.91,173.48,86.94,109.1,9.2,26.31,31.59
2467,259.33,207.99,49.43,98.47,13.8,32.72,55.02
2468,359.04,312.05,1385.12,58.89,4.09,6.15,18.52
2472,309.43,250.85,39.21,69.12,15.34,25.21,44.77
2474,343.37,322.8,104.29,64.9,13.31,21.21,56.45
2476,514.22,444.24,123.45,55.53,9.84,14.43,46.64
2478,368.93,244.98,386.99,56.51,14.37,21.55,44.28
2480,317.56,207.1,2788.53,77.33,14.9,27.72,43.26
2481,277.65,220.21,19.66,96.53,7.57,16.74,40.25
2483,269.96,208.4,33.82,63.32,6.7,9.89,36.62
2484,607.08,429.7,66.92,47.86,8.55,11.74,35.8
2488,437.58,378.67,181.53,66.45,11.21,17.99,37.22
2489,428.63,368.28,190.44,55.77,7.38,11.37,16.27
2491,1129.88,882.36,328.17,54.81,23.67,34.14,53.15
2492,299.44,245.14,161.86,71.19,27.72,47.83,60.67
2493,460.18,312.88,68189.39,54.31,14.26,20.9,46.95
2496,114.32,106.67,103.73,65.21,13.55,20.81,79.16
2501,314.97,59.18,22.01,92.67,6.32,12.58,39.57
2504,252.64,239.06,36.9,66.4,9.48,16.04,18.73
2505,286.73,69.58,35.23,87.06,11.08,23.0,46.91
2509,371.54,178.61,10.49,77.33,8.04,14.01,60.93
2511,475.47,167.82,9.94,87.37,4.45,7.68,41.67
2514,746.22,566.34,20.48,76.0,8.58,15.05,53.5
2520,248.52,87.66,14.59,118.06,7.35,22.05,45.34
2524,427.52,20.7,13.88,99.32,7.04,15.63,63.79
2527,231.46,16.8,13.64,91.88,6.42,12.16,62.84
2534,259.92,32.93,20.81,96.67,9.77,22.37,71.27
2535,326.63,218.14,46.24,101.66,7.63,18.56,18.22
2540,272.73,58.67,8.46,109.03,6.59,16.05,66.64
2542,272.06,49.83,12.94,125.38,6.93,23.7,47.8
2543,224.1,223.93,-3.85,110.31,-0.34,-0.49,1.09
2545,224.13,23.65,6.45,122.89,6.4,15.71,64.67
2547,161.92,65.07,3.73,132.82,3.89,11.23,56.62
2548,345.4,44.54,51.92,92.88,11.02,23.95,49.97
2597,219.41,197.51,90.21,82.73,13.72,27.01,23.65
2605,396.63,382.79,6.78,45.84,4.04,4.05,35.2
2607,405.27,402.62,13.11,56.18,4.89,6.31,25.17
2608,177.81,175.04,54.52,79.5,13.35,23.99,32.66
2612,255.84,254.75,7.78,82.9,5.23,7.67,34.68
2615,274.87,261.43,74.91,90.62,26.56,52.88,36.55
2616,155.65,143.57,39.97,78.3,8.27,14.9,15.03
2634,250.94,165.49,20.89,108.96,6.4,16.26,18.18
2637,70.68,68.13,5.58,109.85,7.72,14.35,43.35
2707,185.6,181.01,57.51,94.33,25.7,56.54,52.0
2723,212.7,191.92,75.55,75.54,13.94,22.65,98.79
2903,82.7,73.69,9.06,112.51,3.56,8.78,84.15
2906,262.52,192.59,33.67,63.52,4.29,6.44,40.08
2910,163.47,62.01,7.36,104.19,3.39,6.92,109.49
2912,175.29,140.7,194.06,119.46,18.63,55.83,56.49
2915,614.61,544.94,85.98,58.46,28.22,48.04,80.81
3003,591.01,434.44,108.18,49.02,13.1,18.14,56.1
3005,302.21,214.44,164.25,73.49,15.33,27.08,45.92
3006,486.39,251.69,449.67,53.3,20.37,30.55,35.68
3010,269.3,222.31,25.2,100.67,10.29,23.85,13.78
3014,542.03,476.93,109897.96,40.36,22.72,30.04,86.58
3015,281.2,211.95,95.85,65.23,4.08,6.57,19.91
3017,221.44,144.82,24.94,119.13,7.78,25.31,23.13
3019,562.85,466.43,2530.06,42.11,10.07,13.46,32.41
3021,277.25,192.16,36.7,82.39,8.93,16.42,37.36
3022,473.82,399.15,3716.89,49.43,13.47,19.16,56.36
3023,269.78,178.51,80.63,91.4,17.64,37.62,42.19
3024,261.07,194.28,10.96,54.6,4.46,6.05,36.67
3025,1029.96,658.88,62.43,31.86,5.96,7.26,81.21
3026,403.31,303.23,166.16,55.01,17.3,25.26,39.14
3028,223.48,141.27,9.16,120.54,5.99,16.95,9.1
3029,299.88,228.9,765.79,81.8,11.85,23.26,16.96
3031,633.43,555.86,106.59,30.42,8.56,10.37,41.69
3032,238.94,182.4,58.63,95.18,8.52,19.34,27.93
3033,229.28,127.63,9.86,123.92,7.1,21.28,9.98
3034,455.2,382.4,1684.94,56.43,36.53,55.75,58.87
3036,218.4,117.34,16.25,120.2,6.97,21.56,6.13
3037,227.46,190.15,28.99,95.2,6.99,15.19,23.64
3038,405.72,282.78,32.05,75.39,8.85,15.34,30.53
3042,465.33,353.6,97.17,59.13,14.61,22.77,46.06
3044,235.35,200.92,76.15,90.04,12.9,27.16,32.21
3045,104.55,87.72,46.96,95.33,14.62,32.57,43.21
3048,203.46,102.0,4.97,136.11,8.07,25.75,5.08
3049,352.41,331.82,12.52,77.98,6.64,9.86,41.75
3050,346.65,332.85,12.77,73.68,5.66,8.18,57.77
3056,276.97,54.53,15760.32,105.54,8.35,21.7,46.28
3090,345.16,245.16,83.19,74.66,18.53,34.17,32.44
3092,258.9,199.89,46.19,91.61,12.3,24.33,39.88
3167,332.92,238.4,30.76,99.09,13.49,31.74,46.61
3209,241.23,131.32,8.84,124.47,7.47,21.93,7.19
3231,189.51,128.21,9.77,131.81,5.52,20.45,8.06
3257,1374.19,1125.39,3443.81,16.75,16.96,19.0,77.9
3266,334.82,65.76,35.99,81.56,1.49,2.59,30.38
3305,356.35,245.16,22.0,74.41,5.59,9.46,21.09
3312,238.11,200.94,11.08,116.13,4.58,15.19,8.21
3338,252.19,211.1,39.64,101.38,7.98,19.69,34.91
3356,429.01,302.81,24.36,62.07,3.51,4.2,67.15
3376,435.13,383.04,478.65,46.83,10.71,14.89,39.15
3380,350.96,235.55,244.94,70.96,3.23,5.69,25.73
3406,244.58,206.67,45.45,65.5,18.12,28.3,68.46
3413,374.89,280.93,174.64,81.0,22.11,42.17,40.88
3432,2408.7,2404.51,84.47,27.25,7.81,8.89,57.93
3450,379.31,349.48,8300.73,51.98,16.34,23.55,40.82
3501,511.23,356.01,206.7,46.52,10.66,14.64,42.26
3515,422.98,202.72,2615.42,63.57,16.62,26.9,37.12
3528,294.47,161.84,22.26,91.95,11.66,22.88,20.7
3532,961.18,756.02,9393.49,19.11,17.74,19.93,46.16
3533,442.62,349.02,275.34,45.4,22.76,30.8,60.44
3550,372.18,332.63,17.7,85.06,4.44,7.83,31.11
3583,312.1,221.61,333.49,67.47,14.33,23.36,61.28
3588,705.63,525.58,26722.56,30.93,8.79,10.97,59.49
3596,277.22,181.93,78.99,91.36,8.95,19.17,22.62
3605,275.69,222.5,16.03,87.82,5.16,9.88,36.12
3645,248.37,178.14,36.23,71.63,11.46,18.57,54.55
3653,597.94,421.41,246.14,49.26,14.41,20.13,47.08
3661,603.27,556.19,567.83,50.13,17.35,26.31,56.51
3665,374.84,261.26,51.31,75.05,15.07,26.84,39.59
3673,269.55,220.07,4.98,93.01,2.99,4.95,7.37
3679,481.86,441.11,48.77,79.77,10.0,18.22,42.05
3702,227.75,151.34,10.05,120.72,7.69,23.0,6.78
3703,254.61,101.12,13.66,101.68,3.68,8.43,21.61
3705,227.34,128.87,34.11,77.35,10.24,18.09,75.44
3706,297.33,188.91,421.39,44.2,13.62,18.57,21.08
4104,312.26,280.76,86.65,63.68,7.19,11.54,32.78
4106,313.48,229.6,25.11,57.14,6.48,9.3,70.28
4137,351.75,322.71,73.01,72.78,26.11,44.35,138.59
4164,368.68,329.3,10.68,85.54,5.35,8.19,52.11
4532,243.7,208.7,16.22,104.94,6.04,14.05,22.29
4536,311.01,254.79,49.21,77.37,13.55,24.11,51.47
4551,210.37,167.67,61.21,89.74,14.89,31.37,47.7
4552,761.69,712.0,374.95,38.31,13.98,17.81,35.72
4555,457.71,252.05,28.51,57.82,6.97,9.68,59.64
4720,256.12,179.38,11.27,95.78,3.38,6.78,32.18
4722,426.54,273.12,141.0,50.76,13.82,19.55,29.33
4739,280.67,164.39,24.02,73.12,8.73,14.76,18.99
4755,315.53,248.4,179.21,48.1,15.79,21.77,34.56
4904,165.12,142.75,37.92,86.3,11.51,22.14,55.16
4906,270.86,199.96,31.84,71.65,5.32,9.21,17.32
4912,250.24,207.39,29.22,106.83,12.2,31.07,35.51
4915,204.96,147.22,66.58,112.55,8.36,24.73,20.33
4927,196.96,131.41,29.97,86.85,11.42,21.5,29.32
4930,360.17,318.65,4.7,88.84,3.7,7.42,26.13
4935,394.53,345.06,67.35,59.17,10.67,16.7,29.57
4938,222.19,159.03,28.74,113.21,5.73,16.24,5.83
4942,496.23,470.17,370.22,47.58,10.39,14.41,36.83
4952,547.81,438.92,234.07,45.89,20.34,27.77,61.01
4958,285.78,248.04,38.09,73.19,13.41,23.65,33.68
4999,709.17,622.18,3363.62,31.8,13.58,16.95,52.03
5007,704.26,438.32,1574.21,32.13,19.57,24.61,37.99
5215,560.38,502.54,352.06,43.1,17.6,23.73,46.81
5234,371.89,331.22,651.79,54.82,26.24,38.9,56.48
5243,307.76,258.87,89.13,65.34,7.77,12.58,26.11
5284,253.86,188.61,20.9,64.66,9.94,14.16,55.08
5285,428.06,269.65,23.53,85.78,12.09,22.59,28.74
5288,327.14,255.82,391.98,60.45,21.59,32.15,30.35
5306,300.22,235.46,107.31,77.47,21.53,39.59,72.51
5388,212.36,139.25,29.28,120.76,6.67,22.06,23.46
5434,249.08,191.26,128.2,84.71,15.18,30.44,20.21
5469,261.34,210.04,30.32,86.77,8.34,15.9,28.98
5515,422.05,396.66,44.89,80.71,5.18,9.64,16.13
5519,661.16,83.76,306.07,93.05,8.39,18.86,34.39
5522,311.85,67.85,29.49,86.0,6.86,13.48,44.19
5533,398.31,48.34,40.59,76.79,5.35,8.58,41.54
5534,370.75,53.27,1220.24,79.54,15.75,30.2,63.18
5538,372.47,209.61,16.74,78.87,16.97,27.93,27.3
6112,304.95,161.55,69.36,85.33,10.66,22.03,17.99
6115,372.74,338.37,69.22,68.58,10.5,17.25,30.67
6116,526.3,497.67,151.2,25.23,13.63,15.88,41.18
6128,183.99,134.97,21.23,88.62,8.42,17.07,62.59
6141,165.55,145.01,17.46,92.98,11.53,21.97,28.96
6155,296.54,267.14,23.5,68.83,5.64,8.7,45.68
6166,277.21,171.31,32.81,81.57,6.03,10.4,63.31
6168,546.53,458.52,109.72,43.63,8.53,11.59,36.24
6176,297.17,281.58,61.35,86.39,15.15,30.48,28.54
6177,265.74,25.87,12.51,130.33,6.77,25.84,49.56
6184,308.3,305.2,34.27,80.2,9.35,17.17,77.72
6189,285.02,202.66,22.91,99.54,10.65,23.95,13.37
6191,252.37,192.44,27.98,87.67,7.44,14.13,25.47
6192,432.45,309.91,1104.61,61.97,15.69,24.84,52.02
6196,218.6,174.82,31.34,115.8,8.15,24.96,18.8
6197,484.7,400.24,285.63,51.24,11.0,15.67,37.7
6201,563.3,404.64,29566.75,46.19,12.82,17.79,33.5
6205,598.89,543.83,2363.65,42.86,9.32,12.61,51.16
6206,649.51,517.62,546.45,34.97,20.05,25.25,53.89
6213,271.74,230.74,73.12,89.29,16.8,37.3,29.03
6214,346.05,278.03,80.8,64.64,11.19,17.47,41.61
6215,378.71,256.25,40.16,69.3,8.55,13.41,43.67
6224,521.26,435.32,1828.54,45.6,21.03,27.98,77.03
6230,310.34,248.48,979.39,79.35,13.31,24.51,33.34
6239,357.91,318.96,65.25,80.19,13.68,25.53,34.48
6257,320.34,315.35,39.73,76.71,13.15,23.15,48.08
6269,422.04,360.83,393.9,65.27,14.95,23.84,34.07
6271,545.43,454.15,518.64,29.02,13.08,16.04,44.48
6277,350.32,268.95,110.04,59.19,26.28,40.18,98.48
6278,223.81,195.67,64.34,105.43,8.88,23.98,18.65
6282,249.55,189.69,104.09,95.04,8.29,18.19,25.68
6285,256.29,173.82,44.44,91.77,8.45,17.74,19.79
6409,253.35,213.75,166.52,84.64,35.0,68.55,46.22
6412,210.56,133.57,104.03,105.46,13.53,36.06,27.89
6414,229.8,180.15,14.01,111.04,8.12,20.45,37.26
6415,1336.4,1063.44,4158.89,14.95,29.36,32.65,81.09
6449,237.25,185.42,31.04,78.01,10.69,18.95,43.73
6456,207.73,169.14,51.33,112.36,10.62,31.78,15.74
6464,195.83,192.53,60.31,81.81,10.47,19.98,80.33
6504,219.89,166.95,66.39,104.95,13.04,32.94,33.21
6505,910.2,689.19,149.63,30.49,18.64,23.3,15.89
6605,197.39,111.7,8.21,94.73,5.87,10.66,42.9
8016,414.15,319.78,857.42,57.04,34.18,51.85,58.79
8021,681.42,601.45,54.48,44.36,7.95,10.44,49.56
8039,452.45,376.21,56.32,63.31,10.41,16.16,36.59
8046,637.27,519.82,156.68,41.68,8.38,11.32,16.24
8070,292.47,241.09,51.55,87.87,14.23,28.54,25.87
8081,423.57,336.81,298.29,50.84,22.36,32.27,61.37
8103,400.22,316.91,60.23,67.07,8.87,14.22,49.82
8112,259.89,163.24,9.52,124.4,11.4,36.37,4.75
8114,261.76,165.7,7.17,128.53,8.65,28.21,57.79
8150,377.1,316.67,36.85,72.05,14.02,23.76,34.75
8163,228.54,168.43,46.11,89.88,9.02,18.41,29.97
8210,238.04,181.82,159.63,83.38,18.74,35.59,42.93
8213,258.06,227.54,30.07,93.8,8.81,19.1,24.38
8215,192.87,115.29,19.66,99.59,8.45,19.12,26.4
8261,355.58,227.09,121.12,61.56,13.49,21.48,31.97
8271,358.43,232.76,164.78,61.06,14.95,23.44,25.99
8341,246.15,237.79,260.27,79.42,28.93,51.37,100.23
8404,227.29,117.13,17.71,103.81,8.35,19.25,61.05
8454,176.5,128.68,588.91,93.3,20.72,46.41,16.81
8926,241.66,240.99,40.6,63.07,8.78,13.1,20.58
8996,286.24,187.79,36.46,68.88,7.93,12.68,45.56
9802,249.96,160.02,80.99,66.84,13.74,22.09,32.17
9902,2039.88,1071.17,615.93,12.24,4.71,5.06,8.56
9904,297.8,194.05,14.36,78.04,8.91,14.9,41.17
9905,515.31,377.4,1248.24,43.63,8.98,12.12,23.54
9907,271.59,169.78,11.71,75.73,5.74,8.86,17.95
