419,2543　皇昌,上市,建材營造業
420,2545　皇翔,上市,建材營造業
421,2546　根基,上市,建材營造業
422,2547　日勝生,上市,建材營造業
423,2548　華固,上市,建材營造業
424,2597　潤弘,上市,建材營造業
425,2601　益航,上市,貿易百貨業
426,2603　長榮,上市,航運業
427,2605　新興,上市,航運業
428,2606　裕民,上市,航運業
429,2607　榮運,上市,航運業
430,2608　嘉里大榮,上市,航運業
431,2609　陽明,上市,航運業
432,2610　華航,上市,航運業
433,2611　志信,上市,航運業
434,2612　中航,上市,航運業
435,2613　中櫃,上市,航運業
436,2614　東森,上市,其他業
437,2615　萬海,上市,航運業
438,2616　山隆,上市,油電燃氣業
439,2617　台航,上市,航運業
440,2618　長榮航,上市,航運業
441,2630　亞航,上市,航運業
442,2633　台灣高鐵,上市,航運業
443,2634　漢翔,上市,航運業
444,2636　台驊投控,上市,航運業
445,2637　慧洋-KY,上市,航運業
446,2642　宅配通,上市,航運業
447,2701　萬企,上市,觀光事業
448,2702　華園,上市,觀光事業
449,2704　國賓,上市,觀光事業
450,2705　六福,上市,觀光事業
451,2706　第一店,上市,觀光事業
452,2707　晶華,上市,觀光事業
453,2712　遠雄來,上市,觀光事業
454,2722　夏都,上市,觀光事業
455,2723　美食-KY,上市,觀光事業
456,2727　王品,上市,觀光事業
457,2731　雄獅,上市,觀光事業
458,2739　寒舍,上市,觀光事業
459,2748　雲品,上市,觀光事業
460,2753　八方雲集,上市,觀光事業
461,2801　彰銀,上市,金融保險業
462,2809　京城銀,上市,金融保險業
463,2812　台中銀,上市,金融保險業
464,2816　旺旺保,上市,金融保險業
465,2820　華票,上市,金融保險業
466,2832　台產,上市,金融保險業
467,2834　臺企銀,上市,金融保險業
468,2836　高雄銀,上市,金融保險業
469,2838　聯邦銀,上市,金融保險業
470,2841　台開,上市,建材營造業
471,2845　遠東銀,上市,金融保險業
472,2849　安泰銀,上市,金融保險業
473,2850　新產,上市,金融保險業
474,2851　中再保,上市,金融保險業
475,2852　第一保,上市,金融保險業
476,2855　統一證,上市,金融保險業
477,2867　三商壽,上市,金融保險業
478,2880　華南金,上市,金融保險業
479,2881　富邦金,上市,金融保險業
480,2882　國泰金,上市,金融保險業
481,2883　開發金,上市,金融保險業
482,2884　玉山金,上市,金融保險業
483,2885　元大金,上市,金融保險業
484,2886　兆豐金,上市,金融保險業
485,2887　台新金,上市,金融保險業
486,2888　新光金,上市,金融保險業
487,2889　國票金,上市,金融保險業
488,2890　永豐金,上市,金融保險業
489,2891　中信金,上市,金融保險業
490,2892　第一金,上市,金融保險業
491,2897　王道銀行,上市,金融保險業
492,2901　欣欣,上市,貿易百貨業
493,2903　遠百,上市,貿易百貨業
494,2904　匯僑,上市,其他業
495,2905　三商,上市,貿易百貨業
496,2906　高林,上市,貿易百貨業
497,2908　特力,上市,貿易百貨業
498,2910　統領,上市,貿易百貨業
499,2911　麗嬰房,上市,貿易百貨業
500,2912　統一超,上市,貿易百貨業
501,2913　農林,上市,貿易百貨業
502,2915　潤泰全,上市,貿易百貨業
503,2923　鼎固-KY,上市,建材營造業
504,2929　淘帝-KY,上市,貿易百貨業
505,2936　客思達-KY,上市,貿易百貨業
506,2939　凱羿-KY,上市,貿易百貨業
507,2945　三商家購,上市,貿易百貨業
508,3002　歐格,上市,電腦及週邊設備業
509,3003　健和興,上市,電子零組件業
510,3004　豐達科,上市,鋼鐵工業
511,3005　神基,上市,電腦及週邊設備業
512,3006　晶豪科,上市,半導體業
513,3008　大立光,上市,光電業
514,3010　華立,上市,電子通路業
515,3011　今皓,上市,電子零組件業
516,3013　晟銘電,上市,電腦及週邊設備業
517,3014　聯陽,上市,半導體業
518,3015　全漢,上市,電子零組件業
519,3016　嘉晶,上市,半導體業
520,3017　奇鋐,上市,電腦及週邊設備業
521,3018　同開,上市,其他電子業
522,3019　亞光,上市,光電業
523,3021　鴻名,上市,電子零組件業
524,3022　威強電,上市,電腦及週邊設備業
525,3023　信邦,上市,電子零組件業
526,3024　憶聲,上市,光電業
527,3025　星通,上市,通信網路業
528,3026　禾伸堂,上市,電子零組件業
529,3027　盛達,上市,通信網路業
530,3028　增你強,上市,電子通路業
531,3029　零壹,上市,資訊服務業
532,3030　德律,上市,其他電子業
533,3031　佰鴻,上市,光電業
534,3032　偉訓,上市,電子零組件業
535,3033　威健,上市,電子通路業
536,3034　聯詠,上市,半導體業
537,3035　智原,上市,半導體業
538,3036　文曄,上市,電子通路業
539,3037　欣興,上市,電子零組件業
540,3038　全台,上市,光電業
541,3040　遠見,上市,其他業
542,3041　揚智,上市,半導體業
543,3042　晶技,上市,電子零組件業
544,3043　科風,上市,其他電子業
545,3044　健鼎,上市,電子零組件業
546,3045　台灣大,上市,通信網路業
547,3046　建碁,上市,電腦及週邊設備業
548,3047　訊舟,上市,通信網路業
549,3048　益登,上市,電子通路業
550,3049　和鑫,上市,光電業
551,3050　鈺德,上市,光電業
552,3051　力特,上市,光電業
553,3052　夆典,上市,建材營造業
554,3054　立萬利,上市,半導體業
555,3055　蔚華科,上市,電子通路業
556,3056　總太,上市,建材營造業
557,3057　喬鼎,上市,電腦及週邊設備業
558,3058　立德,上市,電子零組件業
559,3059　華晶科,上市,光電業
560,3060　銘異,上市,電腦及週邊設備業
561,3062　建漢,上市,通信網路業
562,3090　日電貿,上市,電子零組件業
563,3092　鴻碩,上市,電子零組件業
564,3094　聯傑,上市,半導體業
565,3130　一零四,上市,資訊服務業
566,3138　耀登,上市,通信網路業
567,3149　正達,上市,光電業
568,3164　景岳,上市,生技醫療業
569,3167　大量,上市,電機機械
570,3189　景碩,上市,半導體業
571,3209　全科,上市,電子通路業
572,3229　晟鈦,上市,電子零組件業
573,3231　緯創,上市,電腦及週邊設備業
574,3257　虹冠電,上市,半導體業
575,3266　昇陽,上市,建材營造業
576,3296　勝德,上市,電子零組件業
577,3305　昇貿,上市,其他電子業
578,3308　聯德,上市,電子零組件業
579,3311　閎暉,上市,通信網路業
580,3312　弘憶股,上市,電子通路業
581,3321　同泰,上市,電子零組件業
582,3338　泰碩,上市,電子零組件業
583,3346　麗清,上市,汽車工業
584,3356　奇偶,上市,光電業
585,3376　新日興,上市,電子零組件業
586,3380　明泰,上市,通信網路業
587,3383　新世紀,上市,光電業
588,3406　玉晶光,上市,光電業
589,3413　京鼎,上市,半導體業
590,3416　融程電,上市,電腦及週邊設備業
591,3419　譁裕,上市,通信網路業
592,3432　台端,上市,電子零組件業
593,3437　榮創,上市,光電業
594,3443　創意,上市,半導體業
595,3450　聯鈞,上市,半導體業
596,3454　晶睿,上市,光電業
597,3481　群創,上市,光電業
598,3494　誠研,上市,電腦及週邊設備業
599,3501　維熹,上市,電子零組件業
600,3504　揚明光,上市,光電業
601,3515　華擎,上市,電腦及週邊設備業
602,3518　柏騰,上市,其他電子業
603,3528　安馳,上市,電子通路業
604,3530　晶相光,上市,半導體業
605,3532　台勝科,上市,半導體業
606,3533　嘉澤,上市,電子零組件業
607,3535　晶彩科,上市,光電業
608,3536　誠創,上市,半導體業
609,3543　州巧,上市,光電業
610,3545　敦泰,上市,半導體業
611,3550　聯穎,上市,電子零組件業
612,3557　嘉威,上市,其他業
613,3563　牧德,上市,光電業
614,3576　聯合再生,上市,光電業
615,3583　辛耘,上市,半導體業
616,3588　通嘉,上市,半導體業
617,3591　艾笛森,上市,光電業
618,3592　瑞鼎,上市,半導體業
619,3593　力銘,上市,電子零組件業
620,3596　智易,上市,通信網路業
621,3605　宏致,上市,電子零組件業
622,3607　谷崧,上市,電子零組件業
623,3617　碩天,上市,其他電子業
624,3622　洋華,上市,光電業
625,3645　達邁,上市,電子零組件業
626,3653　健策,上市,電子零組件業
627,3661　世芯-KY,上市,半導體業
628,3665　貿聯-KY,上市,其他電子業
629,3669　圓展,上市,通信網路業
630,3673　TPK-KY,上市,光電業
631,3679　新至陞,上市,電子零組件業
632,3682　亞太電,上市,通信網路業
633,3686　達能,上市,半導體業
634,3694　海華,上市,通信網路業
635,3701　大眾控,上市,電腦及週邊設備業
636,3702　大聯大,上市,電子通路業
637,3703　欣陸,上市,建材營造業
638,3704　合勤控,上市,通信網路業
639,3705　永信,上市,生技醫療業
640,3706　神達,上市,電腦及週邊設備業
641,3708　上緯投控,上市,化學工業
642,3711　日月光投控,上市,半導體業
643,3712　永崴投控,上市,電腦及週邊設備業
644,3714　富采,上市,光電業
645,4104　佳醫,上市,生技醫療業
646,4106　雃博,上市,生技醫療業
647,4108　懷特,上市,生技醫療業
648,4119　旭富,上市,生技醫療業
649,4133　亞諾法,上市,生技醫療業
650,4137　麗豐-KY,上市,生技醫療業
651,4142　國光生,上市,生技醫療業
652,4148 全宇生技-KY,上市,生技醫療業
653,4155　訊映,上市,生技醫療業
654,4164　承業醫,上市,生技醫療業
655,4190　佐登-KY,上市,生技醫療業
656,4306　炎洲,上市,塑膠工業
657,4414　如興,上市,紡織纖維
658,4426　利勤,上市,紡織纖維
659,4438　廣越,上市,紡織纖維
660,4439　冠星-KY,上市,紡織纖維
661,4440　宜新實業,上市,紡織纖維
662,4526　東台,上市,電機機械
663,4532　瑞智,上市,電機機械
664,4536　拓凱,上市,其他業
665,4540　全球傳動,上市,電機機械
666,4545　銘鈺,上市,電子零組件業
667,4551　智伸科,上市,汽車工業
668,4552　力達-KY,上市,電機機械
669,4555　氣立,上市,電機機械
670,4557　永新-KY,上市,汽車工業
671,4560　強信-KY,上市,電機機械
672,4562　穎漢,上市,電機機械
673,4564　元翎,上市,電機機械
674,4566　時碩工業,上市,電機機械
675,4571　鈞興-KY,上市,電機機械
676,4572　駐龍,上市,電機機械
677,4576　大銀微系統,上市,電機機械
678,4581　光隆精密-KY,上市,汽車工業
679,4583　台灣精銳,上市,電機機械
680,4720　德淵,上市,化學工業
681,4722　國精化,上市,化學工業
682,4737　華廣,上市,生技醫療業
683,4739　康普,上市,化學工業
684,4746　台耀,上市,生技醫療業
685,4755　三福化,上市,化學工業
686,4763　材料-KY,上市,化學工業
687,4764　雙鍵,上市,化學工業
688,4766　南寶,上市,化學工業
689,4770　上品,上市,化學工業
690,4807　日成-KY,上市,貿易百貨業
691,4904　遠傳,上市,通信網路業
692,4906　正文,上市,通信網路業
693,4912　聯德控股-KY,上市,電子零組件業
694,4915　致伸,上市,電子零組件業
695,4916　事欣科,上市,電腦及週邊設備業
696,4919　新唐,上市,半導體業
697,4927　泰鼎-KY,上市,電子零組件業
698,4930　燦星網,上市,電器電纜
699,4934　太極,上市,光電業
700,4935　茂林-KY,上市,光電業
701,4938　和碩,上市,電腦及週邊設備業
702,4942　嘉彰,上市,光電業
703,4943　康控-KY,上市,電子零組件業
704,4952　凌通,上市,半導體業
705,4956　光鋐,上市,光電業
706,4958　臻鼎-KY,上市,電子零組件業
707,4960　誠美材,上市,光電業
708,4961　天鈺,上市,半導體業
709,4967　十銓,上市,半導體業
710,4968　立積,上市,半導體業
711,4976　佳凌,上市,光電業
712,4977　眾達-KY,上市,通信網路業
713,4989　榮科,上市,電子零組件業
714,4994　傳奇,上市,資訊服務業
715,4999　鑫禾,上市,電子零組件業
716,5007　三星,上市,鋼鐵工業
717,5203　訊連,上市,資訊服務業
718,5215　科嘉-KY,上市,電腦及週邊設備業
719,5222　全訊,上市,半導體業
720,5225　東科-KY,上市,其他電子業
721,5234　達興材料,上市,光電業
722,5243　乙盛-KY,上市,光電業
723,5244　弘凱,上市,光電業
724,5258　虹堡,上市,電腦及週邊設備業
725,5269　祥碩,上市,半導體業
726,5283　禾聯碩,上市,電器電纜
727,5284　jpp-KY,上市,其他業
728,5285　界霖,上市,半導體業
729,5288　豐祥-KY,上市,電機機械
730,5306　桂盟,上市,其他業
731,5388　中磊,上市,通信網路業
732,5434　崇越,上市,電子通路業
733,5469　瀚宇博,上市,電子零組件業
734,5471　松翰,上市,半導體業
735,5484　慧友,上市,光電業
736,5515　建國,上市,建材營造業
737,5519　隆大,上市,建材營造業
738,5521　工信,上市,建材營造業
739,5522　遠雄,上市,建材營造業
740,5525　順天,上市,建材營造業
741,5531　鄉林,上市,建材營造業
